Date,Close
2021-08-17 00:00:00-04:00,54.09743118286133
2021-08-18 00:00:00-04:00,54.59159469604492
2021-08-19 00:00:00-04:00,54.04148483276367
2021-08-20 00:00:00-04:00,53.93892288208008
2021-08-23 00:00:00-04:00,55.8037109375
2021-08-24 00:00:00-04:00,55.99018478393555
2021-08-25 00:00:00-04:00,55.07644271850586
2021-08-26 00:00:00-04:00,53.85500717163086
2021-08-27 00:00:00-04:00,54.349178314208984
2021-08-30 00:00:00-04:00,54.7034912109375
2021-08-31 00:00:00-04:00,54.9500617980957
2021-09-01 00:00:00-04:00,55.737613677978516
2021-09-02 00:00:00-04:00,56.1970100402832
2021-09-03 00:00:00-04:00,55.465721130371094
2021-09-07 00:00:00-04:00,54.37815856933594
2021-09-08 00:00:00-04:00,52.85932159423828
2021-09-09 00:00:00-04:00,52.19364929199219
2021-09-10 00:00:00-04:00,51.75300216674805
2021-09-13 00:00:00-04:00,51.74362564086914
2021-09-14 00:00:00-04:00,50.12166213989258
2021-09-15 00:00:00-04:00,51.61237335205078
2021-09-16 00:00:00-04:00,50.85295104980469
2021-09-17 00:00:00-04:00,51.50923538208008
2021-09-20 00:00:00-04:00,49.9622802734375
2021-09-21 00:00:00-04:00,49.65287780761719
2021-09-22 00:00:00-04:00,49.3903694152832
2021-09-23 00:00:00-04:00,49.915401458740234
2021-09-24 00:00:00-04:00,49.73726272583008
2021-09-27 00:00:00-04:00,50.41230392456055
2021-09-28 00:00:00-04:00,48.462188720703125
2021-09-29 00:00:00-04:00,48.62157440185547
2021-09-30 00:00:00-04:00,47.12148666381836
2021-10-01 00:00:00-04:00,47.90903091430664
2021-10-04 00:00:00-04:00,47.19649124145508
2021-10-05 00:00:00-04:00,47.20586395263672
2021-10-06 00:00:00-04:00,46.4183235168457
2021-10-07 00:00:00-04:00,46.783966064453125
2021-10-08 00:00:00-04:00,46.4558219909668
2021-10-11 00:00:00-04:00,45.04011917114258
2021-10-12 00:00:00-04:00,44.41195297241211
2021-10-13 00:00:00-04:00,44.23381423950195
2021-10-14 00:00:00-04:00,44.98386001586914
2021-10-15 00:00:00-04:00,45.199493408203125
2021-10-18 00:00:00-04:00,44.89011001586914
2021-10-19 00:00:00-04:00,43.9619255065918
2021-10-20 00:00:00-04:00,44.8338508605957
2021-10-21 00:00:00-04:00,45.64952087402344
2021-10-22 00:00:00-04:00,45.22762680053711
2021-10-25 00:00:00-04:00,46.16518020629883
2021-10-26 00:00:00-04:00,46.29643249511719
2021-10-27 00:00:00-04:00,44.92760467529297
2021-10-28 00:00:00-04:00,45.8370361328125
2021-10-29 00:00:00-04:00,45.04011917114258
2021-11-01 00:00:00-04:00,46.64333724975586
2021-11-02 00:00:00-04:00,45.827659606933594
2021-11-03 00:00:00-04:00,40.04294204711914
2021-11-04 00:00:00-04:00,39.14289855957031
2021-11-05 00:00:00-04:00,41.411781311035156
2021-11-08 00:00:00-05:00,41.55241012573242
2021-11-09 00:00:00-05:00,41.32740020751953
2021-11-10 00:00:00-05:00,41.75867462158203
2021-11-11 00:00:00-05:00,41.38364791870117
2021-11-12 00:00:00-05:00,40.96175765991211
2021-11-15 00:00:00-05:00,41.27114486694336
2021-11-16 00:00:00-05:00,41.55241012573242
2021-11-17 00:00:00-05:00,40.071075439453125
2021-11-18 00:00:00-05:00,38.71162414550781
2021-11-19 00:00:00-05:00,38.62724304199219
2021-11-22 00:00:00-05:00,38.50536346435547
2021-11-23 00:00:00-05:00,38.49598693847656
2021-11-24 00:00:00-05:00,39.433536529541016
2021-11-26 00:00:00-05:00,38.51473617553711
2021-11-29 00:00:00-05:00,37.27716064453125
2021-11-30 00:00:00-05:00,37.109859466552734
2021-12-01 00:00:00-05:00,35.03980255126953
2021-12-02 00:00:00-05:00,34.680606842041016
2021-12-03 00:00:00-05:00,34.368675231933594
2021-12-06 00:00:00-05:00,34.60499572753906
2021-12-07 00:00:00-05:00,36.0228385925293
2021-12-08 00:00:00-05:00,36.43873977661133
2021-12-09 00:00:00-05:00,36.08900451660156
2021-12-10 00:00:00-05:00,35.38008117675781
2021-12-13 00:00:00-05:00,38.215782165527344
2021-12-14 00:00:00-05:00,38.07399368286133
2021-12-15 00:00:00-05:00,39.784873962402344
2021-12-16 00:00:00-05:00,39.057037353515625
